item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
16,liked,embed,local,1,c,none,none,banker,surgeon,injured,himself,The banker that the surgeon liked injured himself . <eos>,The banker that the surgeon liked injured himself .
16,liked,embed,local,1,d,none,none,surgeon,banker,injured,himself,The surgeon that the banker liked injured himself . <eos>,The surgeon that the banker liked injured himself .
16,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,injured,himself,The mechanics that the surgeon liked injured himself . <eos>,The mechanics that the surgeon liked injured himself .
16,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,injured,himself,The surgeons that the mechanic liked injured himself . <eos>,The surgeons that the mechanic liked injured himself .
16,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,injured,himself,The bankers that the surgeon liked injured himself . <eos>,The bankers that the surgeon liked injured himself .
16,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,injured,himself,The surgeons that the banker liked injured himself . <eos>,The surgeons that the banker liked injured himself .
16,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,injured,himself,The mechanic that the surgeons liked injured himself . <eos>,The mechanic that the surgeons liked injured himself .
16,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,injured,himself,The surgeon that the mechanics liked injured himself . <eos>,The surgeon that the mechanics liked injured himself .
16,liked,embed,local,1,c,rc_subj,number,banker,surgeons,injured,himself,The banker that the surgeons liked injured himself . <eos>,The banker that the surgeons liked injured himself .
16,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,injured,himself,The surgeon that the bankers liked injured himself . <eos>,The surgeon that the bankers liked injured himself .
17,liked,embed,local,1,a,none,none,mechanic,surgeon,congratulated,himself,The mechanic that the surgeon liked congratulated himself . <eos>,The mechanic that the surgeon liked congratulated himself .
17,liked,embed,local,1,b,none,none,surgeon,mechanic,congratulated,himself,The surgeon that the mechanic liked congratulated himself . <eos>,The surgeon that the mechanic liked congratulated himself .
17,liked,embed,local,1,c,none,none,banker,surgeon,congratulated,himself,The banker that the surgeon liked congratulated himself . <eos>,The banker that the surgeon liked congratulated himself .
17,liked,embed,local,1,d,none,none,surgeon,banker,congratulated,himself,The surgeon that the banker liked congratulated himself . <eos>,The surgeon that the banker liked congratulated himself .
17,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,congratulated,himself,The mechanics that the surgeon liked congratulated himself . <eos>,The mechanics that the surgeon liked congratulated himself .
17,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,congratulated,himself,The surgeons that the mechanic liked congratulated himself . <eos>,The surgeons that the mechanic liked congratulated himself .
17,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,congratulated,himself,The bankers that the surgeon liked congratulated himself . <eos>,The bankers that the surgeon liked congratulated himself .
17,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,congratulated,himself,The surgeons that the banker liked congratulated himself . <eos>,The surgeons that the banker liked congratulated himself .
17,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,congratulated,himself,The mechanic that the surgeons liked congratulated himself . <eos>,The mechanic that the surgeons liked congratulated himself .
17,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,congratulated,himself,The surgeon that the mechanics liked congratulated himself . <eos>,The surgeon that the mechanics liked congratulated himself .
17,liked,embed,local,1,c,rc_subj,number,banker,surgeons,congratulated,himself,The banker that the surgeons liked congratulated himself . <eos>,The banker that the surgeons liked congratulated himself .
17,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,congratulated,himself,The surgeon that the bankers liked congratulated himself . <eos>,The surgeon that the bankers liked congratulated himself .
18,liked,embed,local,1,a,none,none,mechanic,surgeon,embarrassed,himself,The mechanic that the surgeon liked embarrassed himself . <eos>,The mechanic that the surgeon liked embarrassed himself .
18,liked,embed,local,1,b,none,none,surgeon,mechanic,embarrassed,himself,The surgeon that the mechanic liked embarrassed himself . <eos>,The surgeon that the mechanic liked embarrassed himself .
18,liked,embed,local,1,c,none,none,banker,surgeon,embarrassed,himself,The banker that the surgeon liked embarrassed himself . <eos>,The banker that the surgeon liked embarrassed himself .
18,liked,embed,local,1,d,none,none,surgeon,banker,embarrassed,himself,The surgeon that the banker liked embarrassed himself . <eos>,The surgeon that the banker liked embarrassed himself .
18,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,embarrassed,himself,The mechanics that the surgeon liked embarrassed himself . <eos>,The mechanics that the surgeon liked embarrassed himself .
18,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,embarrassed,himself,The surgeons that the mechanic liked embarrassed himself . <eos>,The surgeons that the mechanic liked embarrassed himself .
18,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,embarrassed,himself,The bankers that the surgeon liked embarrassed himself . <eos>,The bankers that the surgeon liked embarrassed himself .
18,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,embarrassed,himself,The surgeons that the banker liked embarrassed himself . <eos>,The surgeons that the banker liked embarrassed himself .
18,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,embarrassed,himself,The mechanic that the surgeons liked embarrassed himself . <eos>,The mechanic that the surgeons liked embarrassed himself .
18,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,embarrassed,himself,The surgeon that the mechanics liked embarrassed himself . <eos>,The surgeon that the mechanics liked embarrassed himself .
18,liked,embed,local,1,c,rc_subj,number,banker,surgeons,embarrassed,himself,The banker that the surgeons liked embarrassed himself . <eos>,The banker that the surgeons liked embarrassed himself .
18,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,embarrassed,himself,The surgeon that the bankers liked embarrassed himself . <eos>,The surgeon that the bankers liked embarrassed himself .
19,liked,embed,local,1,a,none,none,mechanic,surgeon,disguised,himself,The mechanic that the surgeon liked disguised himself . <eos>,The mechanic that the surgeon liked disguised himself .
19,liked,embed,local,1,b,none,none,surgeon,mechanic,disguised,himself,The surgeon that the mechanic liked disguised himself . <eos>,The surgeon that the mechanic liked disguised himself .
19,liked,embed,local,1,c,none,none,banker,surgeon,disguised,himself,The banker that the surgeon liked disguised himself . <eos>,The banker that the surgeon liked disguised himself .
19,liked,embed,local,1,d,none,none,surgeon,banker,disguised,himself,The surgeon that the banker liked disguised himself . <eos>,The surgeon that the banker liked disguised himself .
19,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,disguised,himself,The mechanics that the surgeon liked disguised himself . <eos>,The mechanics that the surgeon liked disguised himself .
19,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,disguised,himself,The surgeons that the mechanic liked disguised himself . <eos>,The surgeons that the mechanic liked disguised himself .
19,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,disguised,himself,The bankers that the surgeon liked disguised himself . <eos>,The bankers that the surgeon liked disguised himself .
19,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,disguised,himself,The surgeons that the banker liked disguised himself . <eos>,The surgeons that the banker liked disguised himself .
19,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,disguised,himself,The mechanic that the surgeons liked disguised himself . <eos>,The mechanic that the surgeons liked disguised himself .
19,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,disguised,himself,The surgeon that the mechanics liked disguised himself . <eos>,The surgeon that the mechanics liked disguised himself .
19,liked,embed,local,1,c,rc_subj,number,banker,surgeons,disguised,himself,The banker that the surgeons liked disguised himself . <eos>,The banker that the surgeons liked disguised himself .
19,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,disguised,himself,The surgeon that the bankers liked disguised himself . <eos>,The surgeon that the bankers liked disguised himself .
20,liked,embed,local,1,a,none,none,mechanic,surgeon,hated,himself,The mechanic that the surgeon liked hated himself . <eos>,The mechanic that the surgeon liked hated himself .
20,liked,embed,local,1,b,none,none,surgeon,mechanic,hated,himself,The surgeon that the mechanic liked hated himself . <eos>,The surgeon that the mechanic liked hated himself .
20,liked,embed,local,1,c,none,none,banker,surgeon,hated,himself,The banker that the surgeon liked hated himself . <eos>,The banker that the surgeon liked hated himself .
20,liked,embed,local,1,d,none,none,surgeon,banker,hated,himself,The surgeon that the banker liked hated himself . <eos>,The surgeon that the banker liked hated himself .
20,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hated,himself,The mechanics that the surgeon liked hated himself . <eos>,The mechanics that the surgeon liked hated himself .
20,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hated,himself,The surgeons that the mechanic liked hated himself . <eos>,The surgeons that the mechanic liked hated himself .
20,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hated,himself,The bankers that the surgeon liked hated himself . <eos>,The bankers that the surgeon liked hated himself .
20,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hated,himself,The surgeons that the banker liked hated himself . <eos>,The surgeons that the banker liked hated himself .
20,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,hated,himself,The mechanic that the surgeons liked hated himself . <eos>,The mechanic that the surgeons liked hated himself .
20,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,hated,himself,The surgeon that the mechanics liked hated himself . <eos>,The surgeon that the mechanics liked hated himself .
20,liked,embed,local,1,c,rc_subj,number,banker,surgeons,hated,himself,The banker that the surgeons liked hated himself . <eos>,The banker that the surgeons liked hated himself .
20,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,hated,himself,The surgeon that the bankers liked hated himself . <eos>,The surgeon that the bankers liked hated himself .
