item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,residual,sentence,sentence_no_eos
72,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
72,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
72,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
72,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
73,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
73,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
73,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
73,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
73,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
73,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
73,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
73,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
73,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
73,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
73,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
73,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
74,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
74,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
74,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
74,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
74,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
74,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
74,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
74,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
74,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
74,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
74,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
74,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
75,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
75,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
75,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
75,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
75,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
75,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
75,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
75,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
75,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
75,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
75,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
75,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
