,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
129,11,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,embarrassed,herself,The pilot that the mechanics liked embarrassed herself . <eos>,The pilot that the mechanics liked embarrassed herself .,the pilot that the mechanics liked embarrassed ***mask*** .,10.628683043373387
130,11,liked,embed,local,1,c,rc_subj,number,banker,pilots,embarrassed,herself,The banker that the pilots liked embarrassed herself . <eos>,The banker that the pilots liked embarrassed herself .,the banker that the pilots liked embarrassed ***mask*** .,12.703306817992393
131,11,liked,embed,local,1,d,rc_subj,number,pilot,bankers,embarrassed,herself,The pilot that the bankers liked embarrassed herself . <eos>,The pilot that the bankers liked embarrassed herself .,the pilot that the bankers liked embarrassed ***mask*** .,11.838279921088777
132,12,liked,embed,local,1,a,none,none,mechanic,pilot,disguised,herself,The mechanic that the pilot liked disguised herself . <eos>,The mechanic that the pilot liked disguised herself .,the mechanic that the pilot liked disguised ***mask*** .,8.877349547868441
133,12,liked,embed,local,1,b,none,none,pilot,mechanic,disguised,herself,The pilot that the mechanic liked disguised herself . <eos>,The pilot that the mechanic liked disguised herself .,the pilot that the mechanic liked disguised ***mask*** .,6.8179979316682795
134,12,liked,embed,local,1,c,none,none,banker,pilot,disguised,herself,The banker that the pilot liked disguised herself . <eos>,The banker that the pilot liked disguised herself .,the banker that the pilot liked disguised ***mask*** .,10.386649697886073
135,12,liked,embed,local,1,d,none,none,pilot,banker,disguised,herself,The pilot that the banker liked disguised herself . <eos>,The pilot that the banker liked disguised herself .,the pilot that the banker liked disguised ***mask*** .,6.610545109960344
136,12,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,disguised,herself,The mechanics that the pilot liked disguised herself . <eos>,The mechanics that the pilot liked disguised herself .,the mechanics that the pilot liked disguised ***mask*** .,9.031432865439394
137,12,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,disguised,herself,The pilots that the mechanic liked disguised herself . <eos>,The pilots that the mechanic liked disguised herself .,the pilots that the mechanic liked disguised ***mask*** .,9.61984521162291
138,12,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,disguised,herself,The bankers that the pilot liked disguised herself . <eos>,The bankers that the pilot liked disguised herself .,the bankers that the pilot liked disguised ***mask*** .,8.864254239970325
139,12,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,disguised,herself,The pilots that the banker liked disguised herself . <eos>,The pilots that the banker liked disguised herself .,the pilots that the banker liked disguised ***mask*** .,8.888204624552468
140,12,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,disguised,herself,The mechanic that the pilots liked disguised herself . <eos>,The mechanic that the pilots liked disguised herself .,the mechanic that the pilots liked disguised ***mask*** .,8.461022399713583
141,12,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,disguised,herself,The pilot that the mechanics liked disguised herself . <eos>,The pilot that the mechanics liked disguised herself .,the pilot that the mechanics liked disguised ***mask*** .,6.469327081166193
142,12,liked,embed,local,1,c,rc_subj,number,banker,pilots,disguised,herself,The banker that the pilots liked disguised herself . <eos>,The banker that the pilots liked disguised herself .,the banker that the pilots liked disguised ***mask*** .,12.077267802913548
143,12,liked,embed,local,1,d,rc_subj,number,pilot,bankers,disguised,herself,The pilot that the bankers liked disguised herself . <eos>,The pilot that the bankers liked disguised herself .,the pilot that the bankers liked disguised ***mask*** .,6.360702022175404
144,13,liked,embed,local,1,a,none,none,mechanic,pilot,hated,herself,The mechanic that the pilot liked hated herself . <eos>,The mechanic that the pilot liked hated herself .,the mechanic that the pilot liked hated ***mask*** .,12.853894552222062
145,13,liked,embed,local,1,b,none,none,pilot,mechanic,hated,herself,The pilot that the mechanic liked hated herself . <eos>,The pilot that the mechanic liked hated herself .,the pilot that the mechanic liked hated ***mask*** .,12.896863494223075
146,13,liked,embed,local,1,c,none,none,banker,pilot,hated,herself,The banker that the pilot liked hated herself . <eos>,The banker that the pilot liked hated herself .,the banker that the pilot liked hated ***mask*** .,12.808910655717186
147,13,liked,embed,local,1,d,none,none,pilot,banker,hated,herself,The pilot that the banker liked hated herself . <eos>,The pilot that the banker liked hated herself .,the pilot that the banker liked hated ***mask*** .,13.735801827120664
148,13,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,hated,herself,The mechanics that the pilot liked hated herself . <eos>,The mechanics that the pilot liked hated herself .,the mechanics that the pilot liked hated ***mask*** .,13.528216395070668
149,13,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,hated,herself,The pilots that the mechanic liked hated herself . <eos>,The pilots that the mechanic liked hated herself .,the pilots that the mechanic liked hated ***mask*** .,13.878725928693488
150,13,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,hated,herself,The bankers that the pilot liked hated herself . <eos>,The bankers that the pilot liked hated herself .,the bankers that the pilot liked hated ***mask*** .,12.371082499340432
151,13,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,hated,herself,The pilots that the banker liked hated herself . <eos>,The pilots that the banker liked hated herself .,the pilots that the banker liked hated ***mask*** .,14.677762231992862
152,13,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,hated,herself,The mechanic that the pilots liked hated herself . <eos>,The mechanic that the pilots liked hated herself .,the mechanic that the pilots liked hated ***mask*** .,14.024155879491055
153,13,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,hated,herself,The pilot that the mechanics liked hated herself . <eos>,The pilot that the mechanics liked hated herself .,the pilot that the mechanics liked hated ***mask*** .,12.610292783707246
154,13,liked,embed,local,1,c,rc_subj,number,banker,pilots,hated,herself,The banker that the pilots liked hated herself . <eos>,The banker that the pilots liked hated herself .,the banker that the pilots liked hated ***mask*** .,12.895559610378795
155,13,liked,embed,local,1,d,rc_subj,number,pilot,bankers,hated,herself,The pilot that the bankers liked hated herself . <eos>,The pilot that the bankers liked hated herself .,the pilot that the bankers liked hated ***mask*** .,13.49910063356847
156,14,liked,embed,local,1,a,none,none,mechanic,pilot,doubted,herself,The mechanic that the pilot liked doubted herself . <eos>,The mechanic that the pilot liked doubted herself .,the mechanic that the pilot liked doubted ***mask*** .,12.59654165675159
157,14,liked,embed,local,1,b,none,none,pilot,mechanic,doubted,herself,The pilot that the mechanic liked doubted herself . <eos>,The pilot that the mechanic liked doubted herself .,the pilot that the mechanic liked doubted ***mask*** .,12.554393524856273
158,14,liked,embed,local,1,c,none,none,banker,pilot,doubted,herself,The banker that the pilot liked doubted herself . <eos>,The banker that the pilot liked doubted herself .,the banker that the pilot liked doubted ***mask*** .,10.72820658951227
159,14,liked,embed,local,1,d,none,none,pilot,banker,doubted,herself,The pilot that the banker liked doubted herself . <eos>,The pilot that the banker liked doubted herself .,the pilot that the banker liked doubted ***mask*** .,12.123807301317502
160,14,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,doubted,herself,The mechanics that the pilot liked doubted herself . <eos>,The mechanics that the pilot liked doubted herself .,the mechanics that the pilot liked doubted ***mask*** .,12.663797476898086
161,14,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,doubted,herself,The pilots that the mechanic liked doubted herself . <eos>,The pilots that the mechanic liked doubted herself .,the pilots that the mechanic liked doubted ***mask*** .,13.020960048172867
162,14,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,doubted,herself,The bankers that the pilot liked doubted herself . <eos>,The bankers that the pilot liked doubted herself .,the bankers that the pilot liked doubted ***mask*** .,11.171874946548465
163,14,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,doubted,herself,The pilots that the banker liked doubted herself . <eos>,The pilots that the banker liked doubted herself .,the pilots that the banker liked doubted ***mask*** .,12.275960640059235
164,14,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,doubted,herself,The mechanic that the pilots liked doubted herself . <eos>,The mechanic that the pilots liked doubted herself .,the mechanic that the pilots liked doubted ***mask*** .,12.570877055027575
165,14,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,doubted,herself,The pilot that the mechanics liked doubted herself . <eos>,The pilot that the mechanics liked doubted herself .,the pilot that the mechanics liked doubted ***mask*** .,12.217831606836889
166,14,liked,embed,local,1,c,rc_subj,number,banker,pilots,doubted,herself,The banker that the pilots liked doubted herself . <eos>,The banker that the pilots liked doubted herself .,the banker that the pilots liked doubted ***mask*** .,11.388656572942738
167,14,liked,embed,local,1,d,rc_subj,number,pilot,bankers,doubted,herself,The pilot that the bankers liked doubted herself . <eos>,The pilot that the bankers liked doubted herself .,the pilot that the bankers liked doubted ***mask*** .,12.209857162154885
168,15,liked,embed,local,1,a,none,none,mechanic,surgeon,hurt,herself,The mechanic that the surgeon liked hurt herself . <eos>,The mechanic that the surgeon liked hurt herself .,the mechanic that the surgeon liked hurt ***mask*** .,10.54505427687142
169,15,liked,embed,local,1,b,none,none,surgeon,mechanic,hurt,herself,The surgeon that the mechanic liked hurt herself . <eos>,The surgeon that the mechanic liked hurt herself .,the surgeon that the mechanic liked hurt ***mask*** .,11.231673602459649
170,15,liked,embed,local,1,c,none,none,banker,surgeon,hurt,herself,The banker that the surgeon liked hurt herself . <eos>,The banker that the surgeon liked hurt herself .,the banker that the surgeon liked hurt ***mask*** .,11.311965842346213
