item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
15,liked,embed,local,1,b,rc_subj,number,surgeons,mechanic,hurt,themselves,The surgeons that the mechanic liked hurt themselves . <eos>,The surgeons that the mechanic liked hurt themselves .
15,liked,embed,local,1,c,rc_subj,number,bankers,surgeon,hurt,themselves,The bankers that the surgeon liked hurt themselves . <eos>,The bankers that the surgeon liked hurt themselves .
15,liked,embed,local,1,d,rc_subj,number,surgeons,banker,hurt,themselves,The surgeons that the banker liked hurt themselves . <eos>,The surgeons that the banker liked hurt themselves .
15,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,surgeons,hurt,themselves,The mechanic that the surgeons liked hurt themselves . <eos>,The mechanic that the surgeons liked hurt themselves .
15,liked,embed,nonlocal,0,b,matrix_subj,number,surgeon,mechanics,hurt,themselves,The surgeon that the mechanics liked hurt themselves . <eos>,The surgeon that the mechanics liked hurt themselves .
15,liked,embed,nonlocal,0,c,matrix_subj,number,banker,surgeons,hurt,themselves,The banker that the surgeons liked hurt themselves . <eos>,The banker that the surgeons liked hurt themselves .
15,liked,embed,nonlocal,0,d,matrix_subj,number,surgeon,bankers,hurt,themselves,The surgeon that the bankers liked hurt themselves . <eos>,The surgeon that the bankers liked hurt themselves .
16,liked,embed,local,1,a,none,none,mechanics,surgeons,injured,themselves,The mechanics that the surgeons liked injured themselves . <eos>,The mechanics that the surgeons liked injured themselves .
16,liked,embed,local,1,b,none,none,surgeons,mechanics,injured,themselves,The surgeons that the mechanics liked injured themselves . <eos>,The surgeons that the mechanics liked injured themselves .
16,liked,embed,local,1,c,none,none,bankers,surgeons,injured,themselves,The bankers that the surgeons liked injured themselves . <eos>,The bankers that the surgeons liked injured themselves .
16,liked,embed,local,1,d,none,none,surgeons,bankers,injured,themselves,The surgeons that the bankers liked injured themselves . <eos>,The surgeons that the bankers liked injured themselves .
16,liked,embed,local,1,a,rc_subj,number,mechanics,surgeon,injured,themselves,The mechanics that the surgeon liked injured themselves . <eos>,The mechanics that the surgeon liked injured themselves .
16,liked,embed,local,1,b,rc_subj,number,surgeons,mechanic,injured,themselves,The surgeons that the mechanic liked injured themselves . <eos>,The surgeons that the mechanic liked injured themselves .
16,liked,embed,local,1,c,rc_subj,number,bankers,surgeon,injured,themselves,The bankers that the surgeon liked injured themselves . <eos>,The bankers that the surgeon liked injured themselves .
16,liked,embed,local,1,d,rc_subj,number,surgeons,banker,injured,themselves,The surgeons that the banker liked injured themselves . <eos>,The surgeons that the banker liked injured themselves .
16,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,surgeons,injured,themselves,The mechanic that the surgeons liked injured themselves . <eos>,The mechanic that the surgeons liked injured themselves .
16,liked,embed,nonlocal,0,b,matrix_subj,number,surgeon,mechanics,injured,themselves,The surgeon that the mechanics liked injured themselves . <eos>,The surgeon that the mechanics liked injured themselves .
16,liked,embed,nonlocal,0,c,matrix_subj,number,banker,surgeons,injured,themselves,The banker that the surgeons liked injured themselves . <eos>,The banker that the surgeons liked injured themselves .
16,liked,embed,nonlocal,0,d,matrix_subj,number,surgeon,bankers,injured,themselves,The surgeon that the bankers liked injured themselves . <eos>,The surgeon that the bankers liked injured themselves .
17,liked,embed,local,1,a,none,none,mechanics,surgeons,congratulated,themselves,The mechanics that the surgeons liked congratulated themselves . <eos>,The mechanics that the surgeons liked congratulated themselves .
17,liked,embed,local,1,b,none,none,surgeons,mechanics,congratulated,themselves,The surgeons that the mechanics liked congratulated themselves . <eos>,The surgeons that the mechanics liked congratulated themselves .
17,liked,embed,local,1,c,none,none,bankers,surgeons,congratulated,themselves,The bankers that the surgeons liked congratulated themselves . <eos>,The bankers that the surgeons liked congratulated themselves .
17,liked,embed,local,1,d,none,none,surgeons,bankers,congratulated,themselves,The surgeons that the bankers liked congratulated themselves . <eos>,The surgeons that the bankers liked congratulated themselves .
17,liked,embed,local,1,a,rc_subj,number,mechanics,surgeon,congratulated,themselves,The mechanics that the surgeon liked congratulated themselves . <eos>,The mechanics that the surgeon liked congratulated themselves .
17,liked,embed,local,1,b,rc_subj,number,surgeons,mechanic,congratulated,themselves,The surgeons that the mechanic liked congratulated themselves . <eos>,The surgeons that the mechanic liked congratulated themselves .
17,liked,embed,local,1,c,rc_subj,number,bankers,surgeon,congratulated,themselves,The bankers that the surgeon liked congratulated themselves . <eos>,The bankers that the surgeon liked congratulated themselves .
17,liked,embed,local,1,d,rc_subj,number,surgeons,banker,congratulated,themselves,The surgeons that the banker liked congratulated themselves . <eos>,The surgeons that the banker liked congratulated themselves .
17,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,surgeons,congratulated,themselves,The mechanic that the surgeons liked congratulated themselves . <eos>,The mechanic that the surgeons liked congratulated themselves .
17,liked,embed,nonlocal,0,b,matrix_subj,number,surgeon,mechanics,congratulated,themselves,The surgeon that the mechanics liked congratulated themselves . <eos>,The surgeon that the mechanics liked congratulated themselves .
17,liked,embed,nonlocal,0,c,matrix_subj,number,banker,surgeons,congratulated,themselves,The banker that the surgeons liked congratulated themselves . <eos>,The banker that the surgeons liked congratulated themselves .
17,liked,embed,nonlocal,0,d,matrix_subj,number,surgeon,bankers,congratulated,themselves,The surgeon that the bankers liked congratulated themselves . <eos>,The surgeon that the bankers liked congratulated themselves .
18,liked,embed,local,1,a,none,none,mechanics,surgeons,embarrassed,themselves,The mechanics that the surgeons liked embarrassed themselves . <eos>,The mechanics that the surgeons liked embarrassed themselves .
18,liked,embed,local,1,b,none,none,surgeons,mechanics,embarrassed,themselves,The surgeons that the mechanics liked embarrassed themselves . <eos>,The surgeons that the mechanics liked embarrassed themselves .
18,liked,embed,local,1,c,none,none,bankers,surgeons,embarrassed,themselves,The bankers that the surgeons liked embarrassed themselves . <eos>,The bankers that the surgeons liked embarrassed themselves .
18,liked,embed,local,1,d,none,none,surgeons,bankers,embarrassed,themselves,The surgeons that the bankers liked embarrassed themselves . <eos>,The surgeons that the bankers liked embarrassed themselves .
18,liked,embed,local,1,a,rc_subj,number,mechanics,surgeon,embarrassed,themselves,The mechanics that the surgeon liked embarrassed themselves . <eos>,The mechanics that the surgeon liked embarrassed themselves .
18,liked,embed,local,1,b,rc_subj,number,surgeons,mechanic,embarrassed,themselves,The surgeons that the mechanic liked embarrassed themselves . <eos>,The surgeons that the mechanic liked embarrassed themselves .
18,liked,embed,local,1,c,rc_subj,number,bankers,surgeon,embarrassed,themselves,The bankers that the surgeon liked embarrassed themselves . <eos>,The bankers that the surgeon liked embarrassed themselves .
18,liked,embed,local,1,d,rc_subj,number,surgeons,banker,embarrassed,themselves,The surgeons that the banker liked embarrassed themselves . <eos>,The surgeons that the banker liked embarrassed themselves .
18,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,surgeons,embarrassed,themselves,The mechanic that the surgeons liked embarrassed themselves . <eos>,The mechanic that the surgeons liked embarrassed themselves .
18,liked,embed,nonlocal,0,b,matrix_subj,number,surgeon,mechanics,embarrassed,themselves,The surgeon that the mechanics liked embarrassed themselves . <eos>,The surgeon that the mechanics liked embarrassed themselves .
18,liked,embed,nonlocal,0,c,matrix_subj,number,banker,surgeons,embarrassed,themselves,The banker that the surgeons liked embarrassed themselves . <eos>,The banker that the surgeons liked embarrassed themselves .
18,liked,embed,nonlocal,0,d,matrix_subj,number,surgeon,bankers,embarrassed,themselves,The surgeon that the bankers liked embarrassed themselves . <eos>,The surgeon that the bankers liked embarrassed themselves .
19,liked,embed,local,1,a,none,none,mechanics,surgeons,disguised,themselves,The mechanics that the surgeons liked disguised themselves . <eos>,The mechanics that the surgeons liked disguised themselves .
19,liked,embed,local,1,b,none,none,surgeons,mechanics,disguised,themselves,The surgeons that the mechanics liked disguised themselves . <eos>,The surgeons that the mechanics liked disguised themselves .
19,liked,embed,local,1,c,none,none,bankers,surgeons,disguised,themselves,The bankers that the surgeons liked disguised themselves . <eos>,The bankers that the surgeons liked disguised themselves .
19,liked,embed,local,1,d,none,none,surgeons,bankers,disguised,themselves,The surgeons that the bankers liked disguised themselves . <eos>,The surgeons that the bankers liked disguised themselves .
19,liked,embed,local,1,a,rc_subj,number,mechanics,surgeon,disguised,themselves,The mechanics that the surgeon liked disguised themselves . <eos>,The mechanics that the surgeon liked disguised themselves .
19,liked,embed,local,1,b,rc_subj,number,surgeons,mechanic,disguised,themselves,The surgeons that the mechanic liked disguised themselves . <eos>,The surgeons that the mechanic liked disguised themselves .
19,liked,embed,local,1,c,rc_subj,number,bankers,surgeon,disguised,themselves,The bankers that the surgeon liked disguised themselves . <eos>,The bankers that the surgeon liked disguised themselves .
19,liked,embed,local,1,d,rc_subj,number,surgeons,banker,disguised,themselves,The surgeons that the banker liked disguised themselves . <eos>,The surgeons that the banker liked disguised themselves .
19,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,surgeons,disguised,themselves,The mechanic that the surgeons liked disguised themselves . <eos>,The mechanic that the surgeons liked disguised themselves .
19,liked,embed,nonlocal,0,b,matrix_subj,number,surgeon,mechanics,disguised,themselves,The surgeon that the mechanics liked disguised themselves . <eos>,The surgeon that the mechanics liked disguised themselves .
19,liked,embed,nonlocal,0,c,matrix_subj,number,banker,surgeons,disguised,themselves,The banker that the surgeons liked disguised themselves . <eos>,The banker that the surgeons liked disguised themselves .
19,liked,embed,nonlocal,0,d,matrix_subj,number,surgeon,bankers,disguised,themselves,The surgeon that the bankers liked disguised themselves . <eos>,The surgeon that the bankers liked disguised themselves .
